accession	tax_id	scientific_name	base_count	last_updated	first_public	description
AY154828	7230	Drosophila mojavensis	880	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 33.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154866	7230	Drosophila mojavensis	880	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 35.1 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AF045123	72469	Drosophila austrosaltans	405	2006-11-14	1998-06-02	Drosophila austrosaltans strain 14045-0881.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AF045126	30024	Drosophila emarginata	405	2006-11-14	1998-06-02	Drosophila emarginata strain 14042-0841.4 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY154839	7230	Drosophila mojavensis	880	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 205.1 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154865	7230	Drosophila mojavensis	880	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 33.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
U40987	44481	Drosophila imaii	429	2006-11-14	1996-09-27	Drosophila imaii alcohol dehydrogenase (Adh) gene, partial exons 2 and 3, and partial cds.
AB194422	195057	Drosophila malerkotliana malerkotliana	1782	2006-02-27	2005-05-07	Drosophila malerkotliana malerkotliana Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.
AF348884	67533	Drosophila rufa	667	2006-11-14	2001-04-16	Drosophila rufa strain MS alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
X58694	7224	Drosophila hydei	8447	2006-11-14	1991-04-11	D. hydei ADH-1 and ADH-2 genes for alcohol dehydrogenase and an ADH psi pseudogene
U35852	7227	Drosophila melanogaster	303	2005-06-14	1995-10-12	Drosophila melanogaster truncated jockey retroposon insertion upstream of the alcohol dehydrogenase gene enhancer region, 3' end.
CV785154	7245	Drosophila yakuba	433	2004-11-12	2004-11-12	zaa07h09.y2 D yakuba testes cDNA Drosophila yakuba cDNA 5' similar to SW:ADH_DROTS P51550 ALCOHOL DEHYDROGENASE , mRNA sequence.
CV785799	7245	Drosophila yakuba	521	2004-11-12	2004-11-12	zaa02h11.x2 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROYA P26719 ALCOHOL DEHYDROGENASE , mRNA sequence.
CV878941	7245	Drosophila yakuba	703	2004-11-20	2004-11-20	zaa98d08.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROGU Q09009 ALCOHOL DEHYDROGENASE , mRNA sequence.
CV879066	7245	Drosophila yakuba	709	2004-11-20	2004-11-20	zab02h12.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.
AI404931	7227	Drosophila melanogaster	702	2001-04-25	1999-02-10	GH24792.5prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH24792 5prime similar to X60791: D.melanogaster (strain KA12) Adh gene for alcohol dehydrogenase, mRNA sequence.
AY695384	30017	Drosophila arawakana	1141	2006-11-14	2006-08-01	Drosophila arawakana alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.
AI108260	7227	Drosophila melanogaster	378	2001-04-25	1998-09-04	GH07054.5prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH07054 5prime similar to M17831: D.melanogaster (strain Fl-2S) alcohol dehydrogenase gene (allele Adh-S), complete cds, mRNA sequence.
AY695388	133979	Drosophila dunni	1141	2006-11-14	2006-08-01	Drosophila dunni strain St. Croix alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.
BF490844	7227	Drosophila melanogaster	668	2001-04-28	2000-12-07	AT27452.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT27452 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 04/09/2001, mRNA sequence.
AI260852	7227	Drosophila melanogaster	737	2001-04-24	1998-11-13	LP04842.5prime LP Drosophila melanogaster larval-early pupal pOT2 Drosophila melanogaster cDNA clone LP04842 5prime similar to U66411: Drosophila melanogaster gp150 protein and putative type III alcohol dehydrogenase (T3dh) genes, partial cds, mRNA sequence.
BI617843	7227	Drosophila melanogaster	512	2001-09-11	2001-09-11	RH48301.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH48301 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/18/2001, mRNA sequence.
BI635199	7227	Drosophila melanogaster	558	2001-09-11	2001-09-11	SD16470.5prime SD Drosophila melanogaster Schneider L2 cell culture pOT2 Drosophila melanogaster cDNA clone SD16470 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 05/18/2001, mRNA sequence.
AW941952	7227	Drosophila melanogaster	450	2003-12-03	2000-06-03	GM05887.3prime GM Drosophila melanogaster ovary BlueScript Drosophila melanogaster cDNA clone GM05887 3 similar to U66411: Drosophila melanogaster gp150 protein and putative type III alcohol dehydrogenase (T3dh) genes, partial cds. CDS:<1..184 PID:g1655925 GI:1655925, mRNA sequence.
M57300	7228	Drosophila mettleri	4616	2006-11-14	1991-06-27	Drosophila mettleri alcohol dehydrogenase gene, complete cds, and alcohol dehydrogenase pseudogene, complete.
AF006566	7234	Drosophila persimilis	3486	2005-04-15	1997-09-11	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.
AY279328	30038	Drosophila mimetica	2698	2006-11-14	2004-03-31	Drosophila mimetica alcohol dehydrogenase (Adh) and alcohol dehydrogenase related (Adhr) genes, complete cds.
X04672	7238	Drosophila sechellia	4582	2006-11-14	1987-06-07	Drosophila sechellia gene for alcohol dehydrogenase
M60793	7272	Drosophila nigra	894	2006-11-14	1992-06-06	Drosophila nigra alcohol dehydrogenase gene, complete cds.
M63287	32382	Drosophila heteroneura	1634	2006-11-14	1991-04-04	Drosophila heteroneura alcohol dehydrogenase gene, complete cds.
M63390	7236	Drosophila planitibia	1616	2006-11-14	1991-04-04	Drosophila planitibia alcohol dehydrogenase gene, complete cds.
U68472	30013	Drosophila madeirensis	1403	1999-09-17	1999-01-06	Drosophila madeirensis alcohol dehydrogenase (Adh) processed pseudogene.
X62222	7237	Drosophila pseudoobscura	3479	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62236	7237	Drosophila pseudoobscura	3479	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64471	7237	Drosophila pseudoobscura	3493	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64478	7237	Drosophila pseudoobscura	3506	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
JF735885	614641	Drosophila tenebrosa	531	2011-10-24	2011-10-24	Drosophila tenebrosa alcohol dehydrogenase gene, partial cds.
M63303	7219	Drosophila differens	1630	2006-11-14	1991-04-04	Drosophila differens alcohol dehydrogenase gene, complete cds.
X62184	7237	Drosophila pseudoobscura	3481	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62192	7237	Drosophila pseudoobscura	3481	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62233	7237	Drosophila pseudoobscura	3499	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
M19263	7240	Drosophila simulans	4607	2006-11-14	1988-10-04	D.simulans alcohol dehydrogenase gene, complete cds.
U68470	7266	Drosophila guanche	1323	1999-09-17	1999-01-06	Drosophila guanche alcohol dehydrogenase (Adh) processed pseudogene.
X62186	7237	Drosophila pseudoobscura	3501	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62209	7237	Drosophila pseudoobscura	3457	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62191	7237	Drosophila pseudoobscura	3472	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64469	7237	Drosophila pseudoobscura	3471	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62182	7237	Drosophila pseudoobscura	3502	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62189	7237	Drosophila pseudoobscura	3457	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62198	7237	Drosophila pseudoobscura	3485	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62200	7237	Drosophila pseudoobscura	3480	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62225	7237	Drosophila pseudoobscura	3478	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
U07641	7227	Drosophila melanogaster	1140	2005-04-17	1994-07-04	Drosophila melanogaster alcohol dehydrogenase mRNA, complete cds.
X62194	7237	Drosophila pseudoobscura	3465	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62203	7237	Drosophila pseudoobscura	3499	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62215	7237	Drosophila pseudoobscura	3499	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
AY238779	7229	Drosophila miranda	2042	2005-04-16	2003-04-08	Drosophila miranda strain SP295 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AY238775	7229	Drosophila miranda	2042	2005-04-16	2003-04-08	Drosophila miranda strain MA32 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AF264078	46793	Drosophila paulistorum	405	2005-04-15	2000-05-30	Drosophila paulistorum alcohol dehydrogenase (Adh) gene, partial cds.
AF264079	46795	Drosophila pavlovskiana	405	2005-04-15	2000-05-30	Drosophila pavlovskiana alcohol dehydrogenase (Adh) gene, partial cds.
DQ471662	47316	Drosophila littoralis	711	2006-07-20	2006-07-20	Drosophila littoralis alcohol dehydrogenase (Adh) gene, partial cds.
MG684381	88882	Drosophila kepulauana	730	2018-02-04	2018-02-04	Drosophila kepulauana alcohol dehydrogenase (Adh) gene, partial cds.
U26838	40367	Drosophila flavomontana	957	2005-04-17	1995-06-30	Drosophila flavomontana alcohol dehydrogenase (Adh) gene, complete cds.
U94199	46802	Drosophila lineosetae	222	2005-04-18	1998-02-23	Drosophila lineosetae alcohol dehydrogenase (Adh) gene, partial cds.
U94207	46827	Drosophila tanythrix	204	2005-04-18	1998-02-23	Drosophila tanythrix alcohol dehydrogenase (Adh) gene, partial cds.
X78402	7227	Drosophila melanogaster	44	2006-11-14	1994-05-31	D.melanogaster DNA alcohol dehydrogenase null activity allele
AF264080	46791	Drosophila sucinea	405	2005-04-15	2000-05-30	Drosophila sucinea alcohol dehydrogenase (Adh) gene, partial cds.
AY006419	7236	Drosophila planitibia	510	2005-09-26	2001-09-04	Drosophila planitibia alcohol dehydrogenase (Adh) gene, partial cds.
AY006421	46818	Drosophila substenoptera	510	2005-09-26	2001-09-04	Drosophila substenoptera alcohol dehydrogenase (Adh) gene, partial cds.
AY006425	48319	Drosophila ingens	510	2005-09-26	2001-09-04	Drosophila ingens alcohol dehydrogenase (Adh) gene, partial cds.
AY750124	189258	Drosophila micromelanica	911	2006-07-20	2005-12-31	Drosophila micromelanica alcohol dehydrogenase (Adh) gene, partial cds.
DQ471665	40370	Drosophila montana	711	2006-07-20	2006-07-20	Drosophila montana alcohol dehydrogenase (Adh) gene, partial cds.
EU532120	46792	Drosophila insularis	566	2010-01-21	2010-01-21	Drosophila insularis alcohol dehydrogenase (Adh) gene, partial cds.
HQ631468	7237	Drosophila pseudoobscura	290	2012-01-02	2011-08-30	Drosophila pseudoobscura alcohol dehydrogenase (adh) gene, partial cds.
HQ631476	109356	Drosophila leontia	290	2012-01-02	2011-08-30	Drosophila leontia alcohol dehydrogenase (adh) gene, partial cds.
MG684383	157059	Drosophila siamana	719	2018-02-04	2018-02-04	Drosophila siamana alcohol dehydrogenase (Adh) gene, partial cds.
U48715	46435	Drosophila hawaiiensis	3335	2005-04-17	1996-04-10	Drosophila hawaiiensis alcohol dehydrogenase (Adh) gene, complete cds.
AY006408	48321	Drosophila hanaulae	510	2005-09-26	2001-09-04	Drosophila hanaulae alcohol dehydrogenase (Adh) gene, partial cds.
AY750117	311474	Drosophila longiserrata	911	2006-07-20	2005-12-31	Drosophila longiserrata alcohol dehydrogenase (Adh) gene, partial cds.
AY750135	311480	Drosophila medioconstricta	911	2006-07-20	2005-12-31	Drosophila medioconstricta alcohol dehydrogenase (Adh) gene, partial cds.
DQ471629	30041	Drosophila polychaeta	711	2006-07-20	2006-07-20	Drosophila polychaeta alcohol dehydrogenase (Adh) gene, partial cds.
DQ471632	309936	Drosophila daruma	711	2006-07-20	2006-07-20	Drosophila daruma alcohol dehydrogenase (Adh) gene, partial cds.
DQ471633	381460	Drosophila fluvialis	711	2006-07-20	2006-07-20	Drosophila fluvialis alcohol dehydrogenase (Adh) gene, partial cds.
EU532119	7260	Drosophila willistoni	533	2010-01-21	2010-01-21	Drosophila willistoni alcohol dehydrogenase (Adh) gene, partial cds.
X98338	7227	Drosophila melanogaster	2071	2005-04-18	1996-12-22	D.melanogaster mRNA for alcohol dehydrogenase related protein
GQ376031	88886	Drosophila sulfurigaster	410	2009-08-03	2009-08-02	Drosophila sulfurigaster alcohol dehydrogenase (ADH) gene, partial cds.
DQ471666	103845	Drosophila nannoptera	711	2006-07-20	2006-07-20	Drosophila nannoptera alcohol dehydrogenase (Adh) gene, partial cds.
AF059891	7257	Drosophila robusta	290	2005-04-15	1998-04-28	Drosophila robusta alcohol dehydrogenase (Adh) gene, partial cds.
AF264076	46792	Drosophila insularis	405	2005-04-15	2000-05-30	Drosophila insularis alcohol dehydrogenase (Adh) gene, partial cds.
AY006414	47010	Drosophila silvestris	510	2005-09-26	2001-09-04	Drosophila silvestris alcohol dehydrogenase (Adh) gene, partial cds.
AY006416	7219	Drosophila differens	510	2005-09-26	2001-09-04	Drosophila differens alcohol dehydrogenase (Adh) gene, partial cds.
AY006422	46804	Drosophila melanocephala	510	2005-09-26	2001-09-04	Drosophila melanocephala alcohol dehydrogenase (Adh) gene, partial cds.
DQ471656	302448	Drosophila anceps	711	2006-07-20	2006-07-20	Drosophila anceps alcohol dehydrogenase (Adh) gene, partial cds.
AF264075	126477	Drosophila fumipennis	405	2005-04-15	2000-05-30	Drosophila fumipennis alcohol dehydrogenase (Adh) gene, partial cds.
DQ471627	381448	Drosophila angor	711	2006-07-20	2006-07-20	Drosophila angor alcohol dehydrogenase (Adh) gene, partial cds.
DQ471634	309938	Drosophila latifshahi	711	2006-07-20	2006-07-20	Drosophila latifshahi alcohol dehydrogenase (Adh) gene, partial cds.
EU532118	46790	Drosophila equinoxialis	573	2010-01-21	2010-01-21	Drosophila equinoxialis alcohol dehydrogenase (Adh) gene, partial cds.
GQ376036	7274	Drosophila serrata	410	2009-08-03	2009-08-02	Drosophila serrata alcohol dehydrogenase (ADH) gene, partial cds.
U90953	57873	Drosophila hubeiensis	432	2006-11-14	1997-11-14	Drosophila hubeiensis alcohol dehydrogenase (Adh) gene, partial cds.
U90955	7282	Drosophila obscura	453	2006-11-14	1997-11-14	Drosophila obscura alcohol dehydrogenase (Adh) gene, partial cds.
GQ376032	46829	Drosophila birchii	410	2009-08-03	2009-08-02	Drosophila birchii alcohol dehydrogenase (ADH) gene, partial cds.
U94208	58308	Drosophila dasycnemia	204	2005-04-18	1998-02-23	Drosophila dasycnemia alcohol dehydrogenase (Adh) gene, partial cds.
U48714	7222	Drosophila grimshawi	3644	2005-04-18	1996-04-08	Idiomyia grimshawi alcohol dehydrogenase (Adh) gene, complete cds.
AY238771	7229	Drosophila miranda	2042	2005-04-16	2003-04-08	Drosophila miranda strain 0101.4 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AY238773	7229	Drosophila miranda	2042	2005-04-16	2003-04-08	Drosophila miranda strain 0101.7 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AF260696	137002	Drosophila biseriata	487	2005-04-15	2000-09-20	Drosophila biseriata alcohol dehydrogenase-related protein gene, partial cds.
KM016476	7240	Drosophila simulans	478	2014-09-24	2014-09-24	Drosophila simulans isolate KY34 alcohol dehydrogenase-related gene, intron.
AB261130	387621	Drosophila quadrilineata	859	2007-11-03	2007-11-03	Drosophila quadrilineata Adh gene for alcohol dehydrogenase, partial cds.
KM016473	7240	Drosophila simulans	480	2014-09-24	2014-09-24	Drosophila simulans isolate KY02 alcohol dehydrogenase-related gene, intron.
U95267	7260	Drosophila willistoni	1172	2005-04-18	1999-01-06	Drosophila willistoni PA3 alcohol dehydrogenase (Adh) gene, complete cds.
AB261141	30019	Drosophila busckii	820	2007-11-03	2007-11-03	Drosophila busckii Adh gene for alcohol dehydrogenase, partial cds.
AF260694	7221	Drosophila funebris	453	2005-04-15	2000-09-20	Drosophila funebris alcohol dehydrogenase-related protein gene, partial cds.
AF260698	30043	Drosophila repleta	451	2005-04-15	2000-09-20	Drosophila repleta alcohol dehydrogenase-related protein gene, partial cds.
AY279322	7245	Drosophila yakuba	1741	2006-11-14	2004-03-31	Drosophila yakuba alcohol dehydrogenase related (Adhr) gene, complete cds.
AY279324	7220	Drosophila erecta	976	2006-11-14	2004-03-31	Drosophila erecta alcohol dehydrogenase related (Adhr) gene, partial cds.
AB261129	157053	Drosophila annulipes	835	2007-11-03	2007-11-03	Drosophila annulipes Adh gene for alcohol dehydrogenase, partial cds.
DQ471636	381473	Drosophila sp. T	711	2006-07-20	2006-07-20	Drosophila sp. T alcohol dehydrogenase (Adh) gene, partial cds.
KM016468	7240	Drosophila simulans	476	2014-09-24	2014-09-24	Drosophila simulans isolate KY33 alcohol dehydrogenase-related gene, intron.
U76485	7231	Drosophila mulleri	261	2000-03-04	1997-03-06	Drosophila mulleri alcohol dehydrogenase (Adh-Finnegan) mRNA, partial cds.
U76486	7230	Drosophila mojavensis	245	2000-03-04	1997-03-06	Drosophila mojavensis alcohol dehydrogenase (Adh-Finnegan) mRNA, partial cds.
U95265	7260	Drosophila willistoni	1172	2005-04-18	1999-01-06	Drosophila willistoni PA1 alcohol dehydrogenase (Adh) gene, complete cds.
DQ471643	7244	Drosophila virilis	711	2006-07-20	2006-07-20	Drosophila virilis strain 174 alcohol dehydrogenase (Adh) gene, partial cds.
U95257	7260	Drosophila willistoni	1172	2005-04-18	1999-01-06	Drosophila willistoni Belize VI alcohol dehydrogenase (Adh) gene, complete cds.
AB154554	30033	Drosophila kikkawai	686	2005-04-14	2004-04-01	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh13.
AF201434	7240	Drosophila simulans	480	2006-11-14	2000-07-03	Drosophila simulans isolate C167 alcohol dehydrogenase (Adhr) gene, intron 1.
AF201448	7240	Drosophila simulans	479	2006-11-14	2000-07-03	Drosophila simulans isolate MD221 alcohol dehydrogenase (Adhr) gene, intron 1.
AF284478	7226	Drosophila mauritiana	701	2006-11-14	2000-11-02	Drosophila mauritiana strain Lig72 alcohol dehydrogenase (Adh) gene, partial cds.
AY095941	42027	Drosophila kuntzei	431	2008-12-16	2003-05-01	Drosophila kuntzei isolate kun3 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471617	381448	Drosophila angor	711	2006-07-20	2006-07-20	Drosophila angor strain 118 alcohol dehydrogenase (Adh) gene, partial cds.
HQ110511	7271	Drosophila nebulosa	795	2011-06-02	2011-05-06	Drosohpila nebulosa isolate D_nebu_c3 alcohol dehydrogenase (Adh) gene, partial cds.
HQ110513	30039	Drosophila neocordata	832	2011-06-02	2011-05-06	Drosophila neocordata isolate D_neoc_c2 alcohol dehydrogenase (Adh) gene, partial cds.
KX976506	7245	Drosophila yakuba	771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_COST_1235_2 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976515	7245	Drosophila yakuba	771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_3_23 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976519	7245	Drosophila yakuba	771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_4_21 alcohol dehydrogenase (Adh) mRNA, complete cds.
M62742	7268	Drosophila mayaguana	905	2006-11-14	1991-07-11	D.mayaguana alcohol dehydrogenase-2 (ADH-2) gene, complete cds.
U95251	7260	Drosophila willistoni	1174	2005-04-18	1999-01-06	Drosophila willistoni 0811.0 alcohol dehydrogenase (Adh) gene, complete cds.
U95275	7271	Drosophila nebulosa	1251	2005-04-18	1999-01-06	Drosophila nebulosa 0761.0 alcohol dehydrogenase (Adh) gene, complete cds.
AF201443	7240	Drosophila simulans	479	2006-11-14	2000-07-03	Drosophila simulans isolate RU07 alcohol dehydrogenase (Adhr) gene, intron 1.
AF284474	7226	Drosophila mauritiana	702	2006-11-14	2000-11-02	Drosophila mauritiana strain 105 alcohol dehydrogenase (Adh) gene, partial cds.
AF284477	7226	Drosophila mauritiana	702	2006-11-14	2000-11-02	Drosophila mauritiana strain 207 alcohol dehydrogenase (Adh) gene, partial cds.
AY095947	193352	Drosophila unispina	442	2008-12-16	2003-05-01	Drosophila unispina isolate uni1 alcohol dehydrogenase (Adh) gene, partial cds.
AY335201	30047	Drosophila sturtevanti	792	2005-04-16	2003-12-31	Drosophila sturtevanti clone Dsturt3 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471614	381448	Drosophila angor	711	2006-07-20	2006-07-20	Drosophila angor strain C120 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471625	381468	Drosophila perlucida	711	2006-07-20	2006-07-20	Drosophila perlucida strain 186 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471642	381452	Drosophila barutani	711	2006-07-20	2006-07-20	Drosophila barutani strain 176 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471646	2609301	Drosophila bipatita (nomen nudum)	711	2006-07-20	2006-07-20	Drosophila bipatita strain 246 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471647	311478	Drosophila bai	711	2006-07-20	2006-07-20	Drosophila bai strain 247 alcohol dehydrogenase (Adh) gene, partial cds.
KX384732	42062	Drosophila nasuta	1122	2017-01-03	2017-01-03	Drosophila nasuta strain IND_DN_U11 alcohol dehydrogenase (Adh) gene, partial cds.
M62743	7264	Drosophila buzzatii	908	2006-11-14	1991-07-11	D.buzzatii alcohol dehydrogenase-2 (ADH-2) gene, complete cds.
U95256	7260	Drosophila willistoni	1172	2005-04-18	1999-01-06	Drosophila willistoni Belize II alcohol dehydrogenase (Adh) gene, complete cds.
AF201428	7240	Drosophila simulans	479	2006-11-14	2000-07-03	Drosophila simulans isolate TT00 alcohol dehydrogenase (Adhr) gene, intron 1.
AF201437	7240	Drosophila simulans	479	2006-11-14	2000-07-03	Drosophila simulans isolate MD106 alcohol dehydrogenase (Adhr) gene, intron 1.
AF201440	7240	Drosophila simulans	479	2006-11-14	2000-07-03	Drosophila simulans isolate RU35 alcohol dehydrogenase (Adhr) gene, intron 1.
AF201441	7240	Drosophila simulans	480	2006-11-14	2000-07-03	Drosophila simulans isolate RU00 alcohol dehydrogenase (Adhr) gene, intron 1.
AY095935	42028	Drosophila limbata	447	2008-12-16	2003-05-01	Drosophila limbata isolate lim1 alcohol dehydrogenase (Adh) gene, partial cds.
JX455215	7240	Drosophila simulans	480	2014-01-02	2012-09-03	Drosophila simulans isolate HW46 alcohol dehydrogenase (Adhr) gene, intron 1.
AB154552	30033	Drosophila kikkawai	683	2005-04-14	2004-04-01	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh11.
AB154561	30033	Drosophila kikkawai	683	2005-04-14	2004-04-01	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh20.
AF201425	7226	Drosophila mauritiana	475	2006-11-14	2000-07-03	Drosophila mauritiana isolate G52 alcohol dehydrogenase (Adhr) gene, intron 1.
AF201432	7240	Drosophila simulans	480	2006-11-14	2000-07-03	Drosophila simulans isolate NC37 alcohol dehydrogenase (Adhr) gene, intron 1.
AF201436	7240	Drosophila simulans	480	2006-11-14	2000-07-03	Drosophila simulans isolate DSR alcohol dehydrogenase (Adhr) gene, intron 1.
AF201438	7240	Drosophila simulans	480	2006-11-14	2000-07-03	Drosophila simulans isolate MD225 alcohol dehydrogenase (Adhr) gene, intron 1.
AY804555	7245	Drosophila yakuba	759	2005-10-06	2005-10-06	Drosophila yakuba strain Tai18 alcohol dehydrogenase (Adh) gene, partial cds.
AY095950	7283	Drosophila phalerata	430	2008-12-16	2003-05-01	Drosophila phalerata isolate pha2 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471622	381462	Drosophila hei	711	2006-07-20	2006-07-20	Drosophila hei strain 4 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471641	311476	Drosophila neokadai	711	2006-07-20	2006-07-20	Drosophila neokadai strain 172 alcohol dehydrogenase (Adh) gene, partial cds.
KX976490	7245	Drosophila yakuba	771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_BIOKO_NE_4_6 alcohol dehydrogenase (Adh) mRNA, complete cds.
AB669828	73155	Drosophila biauraria	842	2014-01-02	2014-01-02	Drosophila biauraria Adh gene for alcohol dehydrogenase, partial cds, strain: B660.
AB669872	307242	Drosophila ohnishii	843	2014-01-02	2014-01-02	Drosophila ohnishii Adh gene for alcohol dehydrogenase, partial cds, strain: MMY326.
AB825962	94110	Drosophila trapezifrons	836	2015-12-16	2015-12-16	Drosophila trapezifrons Adh gene for alcohol dehydrogenase, partial cds, strain: Bavi31.
AF459767	73157	Drosophila nikananu	290	2006-11-14	2002-05-16	Drosophila nikananu alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459783	67533	Drosophila rufa	290	2006-11-14	2002-05-16	Drosophila rufa alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AY459545	7240	Drosophila simulans	618	2006-08-19	2003-11-30	Drosophila simulans alcohol dehydrogenase gene, partial cds and 5' flanking region.
EU999242	40366	Drosophila americana	840	2008-09-09	2008-09-09	Drosophila americana isolate FP99.33 alcohol dehydrogenase (Adh) gene, partial cds.
U64522	7237	Drosophila pseudoobscura	3481	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS228 allele, complete cds.
U64544	7237	Drosophila pseudoobscura	3476	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS317 allele, complete cds.
U64559	7237	Drosophila pseudoobscura	3499	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS356 allele, complete cds.
AB669827	73155	Drosophila biauraria	842	2014-01-02	2014-01-02	Drosophila biauraria Adh gene for alcohol dehydrogenase, partial cds, strain: B16.
AB669849	137355	Drosophila burlai	833	2014-01-02	2014-01-02	Drosophila burlai Adh gene for alcohol dehydrogenase, partial cds, strain: L6.
AF136692	95109	Drosophila americana americana	884	2005-04-15	1999-06-03	Drosophila americana americana G96.40Y alcohol dehydrogenase (Adh) gene, partial cds.
